Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
1,2,2,4.224165172,19,0,3,0,1,1,0,1.548710211
1,2,1,6.263641014,5,1,1,1,0,0,0,2.905242112
0,0,0,3.57682137,27,0,1,0,1,0,0,0.248977131
0,0,1,18.03832216,0,1,0,1,0,0,0,3.418409867
0,0,2,7.943737726,27,1,1,0,0,0,0,0.582920886
1,0,1,4.905586099,24,0,2,0,1,0,0,0.930028646
1,1,1,8.96815682,4,0,2,1,0,1,0,2.679085718
0,0,1,6.410723336,2,1,1,0,0,0,1,3.106230425
0,0,0,14.88838508,3,0,0,1,0,0,1,2.781287884
0,0,2,19.42439824,0,0,3,0,1,1,1,4
0,3,3,8.760673134,13,0,3,1,1,1,0,2.332783964
1,3,1,17.220668,8,1,4,1,0,0,0,3.06771837
0,0,2,11.31726147,29,0,4,0,1,0,0,0.869123386
0,2,2,3.144713302,23,0,4,0,1,0,1,1.520503877
0,0,2,13.81245484,3,0,3,1,1,1,1,3.289823142
0,0,2,10.26868994,17,1,3,1,0,0,0,2.175739293
0,2,2,13.01213047,13,0,1,0,0,0,0,1.852428691
0,3,2,17.79374825,24,0,3,1,1,0,1,1.47728877
0,3,0,8.808691413,3,0,0,0,0,0,0,2.878926863
1,1,2,18.02355246,24,0,3,0,1,1,0,1.058050772
1,0,2,15.01338029,9,0,2,0,0,0,1,2.57289042
1,2,0,9.772098518,2,0,3,1,0,1,0,3.587735587
1,0,1,12.06444271,22,0,0,1,1,0,1,1.301418014
0,1,4,6.51162265,6,1,2,0,1,1,0,3.209493136
1,0,2,19.67194599,9,0,2,0,0,0,0,2.537230639
1,1,2,13.34702326,12,0,1,1,0,0,0,1.989395759
0,0,3,0.87693705,3,1,2,0,1,1,0,3.004233303
0,0,2,6.532438115,17,0,0,1,1,0,0,1.513516756
1,3,2,12.46628868,10,0,2,0,0,0,1,2.172740552
1,0,2,1.126665556,24,1,2,0,0,0,1,0.641649169
0,1,3,0.477683826,3,0,3,0,1,0,0,2.753590232
1,0,2,9.000484791,23,0,2,1,0,1,0,1.038488352
0,0,2,6.653803594,13,0,2,1,1,0,0,2.255019103
0,0,1,8.765972161,17,0,4,0,0,0,0,1.666702258
0,0,4,5.253866198,7,0,2,0,0,0,0,2.49945943
0,2,2,3.294354939,26,1,2,0,0,0,0,0.278215459
1,0,0,13.78286714,9,0,2,1,0,0,0,2.637594228
0,3,3,10.29142233,4,0,3,1,1,0,1,3.057121728
0,1,2,4.003084225,22,0,2,1,1,0,0,1.361932827
1,0,0,6.391788525,6,1,2,1,0,1,0,3.238931718
0,1,2,11.83615815,11,1,3,1,1,0,0,2.573034385
1,1,2,1.444586965,24,0,0,0,0,0,0,0
1,2,3,2.949060185,2,1,3,0,1,0,1,3.143909878
1,0,1,1.464912082,25,1,2,1,0,0,0,1.0464634
0,0,3,16.24634665,3,0,2,0,0,0,1,2.868574228
1,2,2,15.04818466,9,0,3,0,0,0,0,2.639447292
1,3,0,15.06625864,3,0,1,0,0,0,0,2.669749933
0,2,4,14.32650687,14,1,3,0,1,1,0,2.794885283
1,0,2,13.38770847,28,1,4,0,0,0,1,1.186569729
1,2,1,9.539838308,9,0,2,0,0,0,0,2.520175259
1,0,2,12.84556327,20,0,4,0,0,1,0,1.601078488
1,0,3,0.767231096,29,0,0,0,0,0,0,0
1,0,1,12.42928845,21,1,3,0,0,1,0,1.595054759
0,1,1,15.55755411,15,1,2,1,0,0,0,2.222002853
1,0,1,10.00716721,14,0,2,0,0,0,1,1.615093148
1,0,1,7.150266569,18,0,1,1,1,0,1,1.675919431
0,2,2,5.548534696,28,0,2,1,0,0,0,0.214319504
0,0,2,12.856041,19,1,1,1,0,0,0,1.556765557
0,0,1,13.85602397,18,0,4,1,1,0,0,2.154199353
1,0,1,17.419352,17,0,3,0,1,0,0,2.070669312
0,3,1,6.846681649,25,1,1,0,1,0,0,0.567237107
1,1,3,15.39544615,11,0,1,1,0,0,0,2.162688108
1,0,1,11.22711648,24,1,3,0,0,1,0,1.291230426
0,2,4,17.65672981,15,0,2,0,1,1,0,2.340156389
0,2,2,10.55624217,0,0,1,0,0,0,0,2.92396974
1,0,1,10.35259657,15,1,2,1,0,1,0,2.190146602
0,1,3,11.55754163,1,0,2,0,0,0,0,3.074214192
1,2,2,14.9863071,23,0,1,0,0,0,0,1.009430322
0,1,2,19.29380958,14,0,3,1,1,0,0,2.118500602
0,0,4,1.471267084,6,0,3,1,0,0,0,2.615347948
0,2,0,1.068692048,27,0,0,0,1,1,0,0.415930507
1,1,0,18.75100675,0,1,4,1,0,0,0,3.947092964
0,0,2,10.59751251,4,1,2,0,1,0,0,3.017353227
1,0,1,12.29806029,9,1,1,1,0,0,0,2.813786291
1,0,1,9.648472032,21,0,1,0,0,0,0,0.769636121
1,0,0,1.873149052,20,1,1,0,0,0,0,0.892266135
1,2,0,15.36178757,3,1,2,1,1,0,0,3.666290827
0,0,2,14.9444929,13,0,1,0,1,0,0,1.401548239
1,0,1,6.23406643,12,0,2,0,0,0,1,1.423338336
1,1,2,6.124784905,0,0,1,1,0,0,1,3.149644744
0,0,2,16.75682762,15,1,3,0,1,0,1,2.353731152
1,3,2,1.447145155,22,0,3,1,1,0,0,1.161354351
0,0,0,17.62210297,8,1,2,0,0,0,0,2.647195986
1,0,2,5.133233798,21,0,3,0,1,1,0,1.298997985
0,0,0,11.85969496,15,1,4,1,0,0,0,2.644197368
1,0,2,18.71988358,18,0,3,0,0,0,0,1.737989619
0,0,3,13.56245003,14,0,2,0,0,0,0,2.018776899
1,2,2,8.288596249,25,0,2,0,1,0,0,0.717780498
1,3,2,13.79068418,13,0,3,1,0,0,0,2.267584401
0,0,2,6.879592726,19,1,1,0,0,0,0,1.271494623
0,1,1,5.545168327,9,1,2,0,1,0,0,2.621666893
0,2,3,19.93366556,20,0,2,0,0,0,0,1.228528505
0,2,3,15.01580462,11,0,3,0,1,0,1,2.495312361
1,0,1,12.89439955,27,0,3,0,1,0,0,0.701761808
1,0,2,7.105792864,0,0,2,1,1,1,0,3.864976861
0,0,3,0.983216583,20,0,1,1,0,1,0,0.684651926
1,2,4,0.621137521,16,1,4,0,0,0,0,1.885850224
0,2,2,11.08362511,8,1,0,0,1,0,0,2.327832763
0,0,2,15.24065442,22,0,0,1,0,1,0,0.880232812
1,0,1,10.74758381,18,0,2,0,0,1,0,1.411981507
1,3,4,16.81570144,24,0,3,0,1,1,1,1.66253183
1,2,1,0.668530662,17,0,3,1,0,0,0,1.341598477
1,3,2,7.335041529,27,0,4,1,1,0,0,0.659202916
1,2,1,4.741407823,6,0,1,0,0,1,0,2.153371206
1,0,1,8.945459363,8,0,2,0,0,1,0,2.44310292
1,1,2,1.447527864,21,0,1,0,0,0,0,0.270088555
0,1,4,19.08263283,25,0,3,0,0,1,0,1.316724623
0,0,0,4.465108021,20,0,2,1,0,0,0,0.817714202
0,1,2,18.44615551,11,0,0,0,1,0,0,2.05694597
0,2,0,8.517863101,6,1,3,1,0,0,0,3.219333348
0,0,1,19.71048267,13,1,2,0,0,0,0,2.24087006
1,2,2,11.08116767,14,1,2,0,1,0,0,1.913799797
0,1,2,18.61665728,14,0,3,0,0,1,0,2.240334376
0,3,1,0.106979774,5,0,1,1,0,0,0,2.254547586
0,0,1,14.96477612,20,0,1,1,1,1,0,1.89130043
0,0,0,18.06101306,13,0,1,0,0,1,0,2.206226341
0,1,1,2.79441134,1,1,2,0,1,0,0,3.335098155
0,0,4,1.922517035,7,0,1,1,1,0,0,2.411986461
0,2,3,8.491452144,12,0,3,0,1,0,0,2.160978519
1,2,1,18.67357812,22,0,1,0,1,0,0,1.165394363
1,0,2,10.8477312,5,0,4,0,0,0,0,2.583500636
0,1,3,10.54912927,4,1,1,0,1,0,0,3.017063256
1,1,0,2.822522366,4,0,1,1,1,0,1,2.576174697
1,0,3,0.015790222,24,0,1,0,0,0,0,0.23334988
1,3,3,16.20280181,0,0,3,1,0,0,0,3.646516389
1,2,0,1.75149126,8,1,2,1,1,0,0,2.605425232
0,1,1,12.67699637,5,0,3,1,0,1,0,3.366929515
1,2,4,18.29232909,19,0,3,0,1,0,0,1.583780258
1,0,2,4.173038263,25,0,4,0,0,1,0,0.776396706
1,3,0,13.30545672,29,1,3,0,0,1,0,0.78348664
0,1,1,1.573971534,6,0,0,0,0,1,0,2.328311711
0,2,2,12.07510288,8,0,3,1,0,0,0,2.718465436
0,2,2,3.278634419,4,1,4,1,0,0,0,3.244882203
0,0,2,14.71907121,13,1,4,1,0,0,0,2.865674749
0,2,4,6.024625896,4,0,1,0,0,0,0,2.326326756
0,0,1,9.267820176,7,1,3,0,1,1,0,3.303066679
0,0,2,11.98861084,6,0,1,0,0,0,0,2.489218238
1,0,2,3.425468213,12,1,1,1,1,1,0,2.600264187
1,3,2,14.83275637,12,0,3,0,0,0,0,2.119171492
1,2,1,6.052806813,7,0,4,0,0,0,0,2.522694548
0,2,4,13.2474372,10,1,2,0,0,0,0,2.47585411
0,2,3,3.165661014,27,1,3,1,0,0,0,0.782809234
0,1,2,13.76235318,25,0,0,1,0,0,0,0.766404869
0,3,2,2.563761456,17,1,0,1,0,0,0,1.283622078
0,0,1,8.507129925,24,0,2,1,0,0,0,0.643145933
1,0,2,4.944121475,18,1,2,0,0,0,0,1.669230217
1,0,2,14.96750499,5,0,3,0,0,0,0,3.282070051
0,2,2,5.24070009,21,0,2,0,1,0,0,0.743714017
0,2,4,17.63434613,1,0,2,0,0,0,1,3.325066843
0,0,2,17.83640423,27,0,2,1,1,0,1,1.184519764
0,0,1,3.928826304,12,0,1,0,0,0,0,1.616536099
1,2,2,12.2769189,22,0,4,0,0,0,0,1.583083971
0,0,1,1.754352834,24,0,2,0,0,0,0,0.184251489
0,2,1,7.830741992,27,1,2,0,0,0,0,0.472181042
0,3,1,14.26643459,25,0,3,1,1,0,0,1.299355518
0,0,2,13.18846494,10,0,2,0,0,0,1,2.379628283
1,0,2,12.49401339,0,0,3,0,0,0,0,3.56628313
0,2,2,5.650817273,23,0,1,0,0,0,0,0.278347571
0,2,2,7.560498989,1,0,1,0,0,0,0,2.421546883
1,1,2,2.058922894,29,0,4,0,1,0,1,0.617680424
1,3,1,14.38045641,16,0,3,0,0,0,0,1.804726658
1,0,3,10.07777594,7,0,2,1,0,0,0,2.63520813
0,1,1,14.17531265,1,0,3,0,0,0,1,3.436025389
0,2,1,4.978870496,5,0,4,0,0,1,1,2.737377926
1,2,2,6.488764573,21,1,1,1,0,0,1,1.14669608
1,0,1,6.684306745,4,0,0,0,0,0,0,2.405267526
1,2,0,0.514848195,15,1,2,0,0,1,0,1.525282049
1,1,2,6.820957457,7,0,1,1,1,0,0,2.446157081
1,0,2,16.06609147,18,1,1,1,0,1,0,1.952953012
1,0,2,17.94596991,15,0,3,1,0,0,0,2.293087191
0,2,4,10.36436631,12,0,0,0,0,1,0,1.471672029
0,0,2,9.110033904,25,1,3,0,0,0,1,1.106713498
0,0,3,0.616492374,19,0,2,0,1,0,1,1.205856976
1,0,1,17.58408675,6,0,2,0,0,0,0,2.559070355
1,2,2,0.260204269,15,0,3,1,1,1,0,2.457651022
1,1,3,18.8950016,22,1,2,0,0,0,0,1.226741286
1,2,2,9.784324974,15,0,1,0,0,0,1,1.590433098
1,0,2,6.838689871,28,0,1,1,0,0,0,0.310669533
1,1,1,18.4843687,11,1,3,1,0,0,0,2.771810659
0,1,0,0.487819862,13,0,1,1,0,0,0,1.582682992
0,2,2,11.6284979,23,1,0,1,0,0,1,1.105587098
1,3,1,10.97865049,17,0,4,0,0,0,0,2.300296135
0,0,3,4.386408024,26,1,4,1,1,0,0,0.991883698
1,1,1,8.577748627,27,0,2,0,1,1,1,0.165110622
0,0,4,13.04528012,17,0,0,0,0,0,0,0.989329921
1,1,4,14.54262394,15,0,3,1,0,1,0,2.230253521
1,0,1,0.014337174,19,0,3,1,0,0,0,1.383528078
0,0,1,18.7370686,15,0,1,1,1,0,0,2.131405263
0,0,3,3.290507448,12,0,1,1,0,1,0,1.868276923
1,1,4,4.671608684,25,0,3,1,0,1,0,1.247481944
1,0,2,5.269468914,28,0,4,0,0,0,0,0.299907548
0,2,1,0.756402731,8,0,3,1,0,0,1,2.705195695
0,0,2,2.461042472,25,0,1,1,1,1,0,0.897938092
1,0,2,19.72699846,27,0,2,1,1,0,0,1.391731791
0,2,1,6.304334748,8,0,3,0,0,0,0,2.150546166
1,0,2,2.306021807,12,0,1,0,0,0,0,1.448741242
1,0,0,2.139825223,28,0,1,1,0,1,0,0
1,1,0,14.38919935,3,1,1,0,0,0,0,3.091715028
1,0,1,17.09137328,8,0,2,0,0,0,0,2.576927695
0,0,1,5.13904599,14,0,2,0,0,0,0,1.955872527
0,0,1,0.418190247,13,0,3,0,1,0,0,1.878708344
0,3,2,4.461800369,18,1,3,1,1,0,0,1.630400132
0,1,1,1.130313816,11,0,4,0,0,1,0,2.37274811
0,1,1,2.067898733,20,1,3,1,0,0,0,1.279370611
0,1,1,8.630162397,25,0,1,0,0,0,1,0.155004788
0,0,4,4.598367417,24,1,2,0,1,1,1,1.278347034
1,0,2,10.31891757,5,0,2,0,1,0,0,2.655993566
0,2,2,5.069875065,2,0,0,1,0,1,0,2.682316053
0,0,2,18.81074602,25,0,4,0,1,0,0,1.644819939
1,0,4,18.11887936,24,1,0,1,1,0,0,1.396278438
0,0,1,11.3361221,21,1,2,1,0,0,0,1.609486799
0,0,2,7.08847984,19,0,2,1,0,1,0,1.187367525
1,3,2,7.622937641,15,0,2,1,0,1,0,2.019797023
0,0,2,8.237045663,29,0,3,0,0,0,1,0.241625628
0,1,0,14.55158644,19,0,2,0,0,0,0,1.247725194
0,0,2,9.03277991,23,0,1,0,0,1,0,0.852682363
1,3,0,17.13459893,22,0,1,0,0,0,0,0.965700989
0,0,2,18.88189572,16,1,4,1,1,0,0,2.423800752
0,0,2,6.718923068,15,0,1,1,0,0,0,1.741968167
1,2,1,11.21388963,5,0,1,0,0,1,0,2.845925776
0,2,3,1.901130737,7,0,2,0,0,0,0,2.039564398
1,0,0,4.009380955,18,1,1,1,0,0,0,1.54206374
1,0,3,8.269315334,29,1,2,0,0,1,0,0.730779602
0,0,2,4.124054318,24,0,3,1,0,0,0,0.499987778
1,0,1,17.53120982,25,1,3,0,0,0,0,1.122889381
1,0,1,3.165725121,1,1,3,0,1,0,0,2.959492728
0,0,4,9.113216431,13,0,1,1,1,1,0,2.30020524
1,0,0,12.11398481,21,0,2,0,1,0,0,1.352720764
1,0,1,13.83727816,11,1,0,1,0,0,0,2.134062038
0,1,1,7.661387395,16,0,0,1,0,0,1,1.29979432
0,3,2,17.38198137,27,0,2,1,0,0,0,0.747833944
0,1,2,11.36638302,26,0,1,1,1,1,0,0.532923204
1,0,1,8.790155609,14,0,3,0,0,0,0,2.07376979
0,0,1,1.344812681,17,1,3,1,1,0,0,1.991379364
1,3,1,9.293789369,15,0,3,1,0,0,1,1.8999596
1,0,1,16.41471682,12,0,3,1,1,0,0,2.614883942
1,0,2,12.29082036,20,1,0,1,1,1,0,1.810270744
1,1,2,16.64324907,16,0,2,1,0,0,0,1.581931481
1,1,1,9.880233412,7,0,1,0,1,0,0,2.271332803
1,1,1,2.369234102,0,1,2,1,0,0,0,3.363670491
1,0,1,0.272796917,28,0,1,1,1,0,0,0.48129848
0,0,4,6.064390934,24,0,0,1,1,0,0,0.199927379
0,3,4,13.95980943,25,0,2,0,1,1,1,1.268008751
1,0,3,15.80519808,26,0,3,1,0,0,0,0.882552454
1,1,1,5.915056692,2,1,3,0,0,0,0,3.120136639
0,2,0,9.913078418,15,0,2,0,1,0,1,1.804154692
1,1,1,8.422378089,27,0,2,1,1,1,0,0.681703644
0,0,1,8.210455687,1,0,2,1,0,0,1,2.898261817
0,0,2,4.626974264,14,0,3,0,0,0,1,1.730318003
0,1,2,2.727422101,0,1,0,1,0,1,0,3.560791672
1,2,3,3.933771165,8,1,3,0,1,0,0,2.528774574
1,3,3,1.106647743,15,1,2,0,1,0,0,1.592387858
0,0,1,3.962614836,3,0,1,0,0,1,1,2.374130972
0,0,2,0.184017953,11,1,0,1,0,0,0,1.81040948
0,3,1,12.54516801,0,0,1,0,0,0,0,2.829826431
0,2,0,6.327508148,0,1,2,0,0,0,1,3.047602089
0,2,2,19.46289423,6,1,3,1,1,0,0,3.62592173
1,0,0,3.874341016,17,0,2,0,0,0,1,0.927321545
0,1,2,6.916571406,22,0,2,1,0,0,0,1.331958949
1,2,1,7.156823173,27,0,4,1,1,0,1,0.779551722
0,1,2,0.169029921,22,0,1,1,0,0,0,0.881358447
1,0,2,16.78415906,14,1,1,0,0,0,0,2.398121086
1,0,1,0.639889203,25,0,2,0,1,0,0,0.758814269
1,1,3,18.80359669,29,0,3,1,0,0,0,1.028865596
1,0,1,17.84148702,24,0,3,0,1,0,0,1.444476695
1,0,2,10.71043832,12,1,2,0,0,0,0,2.214067459
1,3,2,10.8719115,15,0,4,0,1,1,0,2.511918088
0,0,2,13.07555846,6,0,3,0,0,0,0,2.690149803
1,2,4,7.741000239,15,0,0,1,0,0,0,1.605274386
0,0,1,12.94444567,12,0,3,1,0,1,1,2.709889487
1,1,2,0.895367774,13,0,0,0,1,0,0,1.528563501
1,3,2,1.080952547,16,1,3,0,1,0,0,1.778569202
0,0,3,9.144608392,11,0,1,1,0,0,0,2.121964059
1,0,1,10.99244602,28,0,3,0,0,0,0,0.405904831
0,0,2,17.75635281,23,0,2,1,0,0,0,1.123926328
0,0,2,2.093212678,23,0,3,0,0,0,0,0.870330411
0,2,1,16.45295854,19,0,2,1,1,0,0,1.822829208
0,3,2,4.200946746,12,0,3,1,0,0,0,2.231182932
1,0,1,7.88167297,23,0,1,0,1,1,0,0.966967717
1,0,2,6.332048697,19,0,4,0,1,0,0,1.691858946
0,0,3,8.003105457,14,0,3,0,0,0,0,2.069758206
1,2,2,3.009909961,23,1,1,1,1,0,0,1.057876127
1,0,2,10.07140149,20,0,4,0,0,0,0,1.321427207
0,1,2,16.0328518,3,1,2,1,0,0,1,3.516940721
1,1,0,8.830680208,21,1,3,0,1,0,1,1.049157002
0,1,1,9.812271518,1,0,3,1,0,0,0,3.486141329
0,0,2,16.97535171,27,1,0,1,0,0,1,0.586837405
1,2,1,14.12116229,17,0,4,0,1,0,0,2.358815897
1,0,1,9.80908817,1,0,2,0,0,0,0,3.152222286
1,0,2,5.153912964,24,0,1,0,0,0,0,0.587835083
0,2,1,17.69853494,14,0,3,1,1,0,1,2.668893329
0,2,1,11.54040803,29,0,3,0,0,0,0,0.304372034
1,0,2,4.422952202,25,0,0,0,1,0,0,0.280670308
1,0,1,5.382395053,18,0,1,1,0,0,0,0.873091197
1,0,3,16.06266178,14,0,3,0,0,0,0,2.330783483
1,0,3,0.882911242,25,0,0,1,1,1,0,0.318850909
0,0,2,19.84184374,19,0,4,0,0,0,0,1.792289321
1,0,1,2.607033594,9,0,3,0,1,0,0,2.573219137
0,0,2,15.92137051,27,0,2,0,1,0,0,1.084490126
0,2,3,7.895506335,23,0,2,1,1,0,1,1.08669668
1,1,2,9.844323666,19,0,2,0,0,1,1,1.004112663
1,1,1,17.61301155,10,1,2,1,0,0,0,2.824604893
1,0,2,8.258223792,25,1,3,0,1,1,1,1.364373782
0,3,3,10.74987507,9,0,4,0,0,0,1,2.607286401
1,2,2,0.985993248,28,1,2,1,0,1,0,0.568468084
1,2,2,0.046949477,22,0,2,0,0,0,1,0.573796193
0,2,2,4.89599746,4,0,1,0,0,0,0,2.258071035
1,3,2,13.61166186,8,1,3,0,0,0,0,2.840092975
0,1,0,2.425297867,19,0,3,1,1,0,0,1.683117263
1,0,2,2.275239176,18,1,3,1,0,0,0,1.72090715
0,1,0,8.219212161,12,0,0,0,0,0,0,1.537783909
1,2,2,12.95674077,17,0,3,0,1,0,0,2.063463508
1,2,1,14.24143984,16,0,2,1,0,0,0,1.87854751
0,1,2,3.569013482,26,0,3,1,1,0,1,0.863270859
0,0,1,1.591762947,5,0,3,0,0,0,0,2.513286133
1,0,2,18.80794068,9,0,3,1,1,0,1,2.77216327
0,3,2,5.213327651,1,1,2,0,0,0,0,2.888385936
0,1,1,17.06692995,23,0,3,0,1,0,0,1.337161049
0,1,1,17.26982901,5,0,0,0,0,0,0,2.370611615
0,0,1,15.45045184,27,0,3,0,0,1,0,0.854464648
1,0,3,3.376672133,27,1,0,0,0,0,0,0.322641827
1,2,2,16.43602919,20,0,2,1,1,0,0,1.834226997
0,1,2,15.38501118,12,0,1,0,0,0,0,1.990060452
0,2,1,11.9344598,17,1,3,0,1,0,0,2.226983394
0,0,2,6.744040703,6,0,2,0,0,0,1,2.608386898
0,1,3,5.250172085,1,0,3,1,0,0,0,3.406339082
1,0,3,2.437784242,28,1,3,1,0,0,0,0.867034374
1,2,2,10.19514134,13,1,3,0,1,0,0,2.166091325
0,0,0,11.70521751,4,0,1,0,1,0,0,2.422928333
0,0,1,7.18677981,17,0,3,0,1,0,0,1.509557878
0,1,0,9.507181354,10,1,2,0,1,0,0,2.443857264
1,3,1,7.270289147,9,0,0,0,0,0,0,2.003828379
0,0,1,12.82012115,10,1,1,0,1,0,0,2.465306489
1,2,1,18.02518416,26,0,1,1,0,1,0,0.844792002
0,0,1,3.278405241,1,0,0,0,1,0,0,2.731058898
1,0,3,7.628176198,14,0,2,0,0,0,0,1.736011489
0,0,2,2.817372079,6,1,0,0,1,0,0,2.589670731
1,0,3,12.49887541,8,1,2,1,0,0,0,2.742361123
0,1,2,14.57741019,4,0,1,0,0,0,0,2.49591944
0,0,1,18.63825465,6,1,1,0,0,1,0,2.853437194
0,0,2,5.577438525,19,0,4,1,0,0,0,1.591347992
1,3,1,19.00422412,1,0,2,0,0,1,0,3.209673328
0,0,2,1.265253436,2,1,1,0,1,0,0,3.127617865
1,2,1,12.06027727,1,1,2,0,1,1,1,3.453275897
1,0,4,1.142654387,20,1,1,1,0,0,0,0.822773567
0,1,1,17.87548376,21,1,0,0,0,0,0,1.217335228
0,0,1,10.59618114,22,0,0,1,0,0,0,0.762684311
0,0,3,13.38696702,18,0,4,0,1,1,0,2.145848671
1,0,0,16.63147852,3,1,3,0,0,0,0,3.299131002
0,0,2,3.00621245,23,0,3,1,0,1,0,1.170812285
1,0,2,0.771831239,19,0,4,0,0,0,1,1.424595653
1,1,3,17.57762292,6,0,4,0,0,0,0,2.902659367
0,2,4,6.298664549,27,0,3,0,0,1,0,0.691477419
0,2,4,2.579578159,21,1,3,1,0,1,1,1.8865425
0,1,0,9.369224742,6,0,2,0,0,0,1,2.635341351
0,0,3,11.96612151,16,1,1,0,0,0,0,1.500339419
0,0,2,0.619412068,18,0,2,0,0,1,0,1.235553816
0,0,2,5.497913165,21,0,2,0,0,0,0,0.604613406
1,0,1,0.655997486,15,0,4,0,0,0,0,1.388138976
1,1,2,8.406707784,2,0,2,0,0,1,0,3.300552206
1,1,4,17.90200058,14,0,3,0,0,0,1,2.168641593
0,0,3,19.65304823,13,0,2,1,1,0,0,2.79726748
1,0,2,12.74095107,14,0,1,0,0,0,0,1.717458615
1,2,0,3.232753876,13,0,2,0,1,0,0,1.687900492
1,2,1,18.1169878,6,0,2,1,0,0,0,2.952145863
1,0,3,10.32495646,24,0,2,1,0,0,0,0.963375009
1,3,2,3.074986242,2,0,2,1,0,0,0,3.334971828
0,3,2,18.43453339,29,0,1,0,0,0,0,0.443640655
0,0,0,15.14938101,16,1,2,1,0,0,0,1.955791739
1,0,2,14.63410545,9,0,3,1,1,0,0,2.850351339
1,1,2,14.18361408,14,1,2,0,1,0,0,2.370067422
1,3,3,4.006796422,28,1,2,0,0,0,0,0.152590779
0,2,2,4.220133834,5,0,0,0,0,0,0,2.123043127
0,0,1,13.76585997,27,1,1,1,0,1,1,0.922013232
1,0,2,4.394455002,16,0,2,0,0,0,1,1.428993238
0,1,0,8.773433936,16,1,2,0,1,0,0,1.893440916
0,1,4,15.64003651,13,1,2,0,0,0,0,1.939584666
1,0,1,15.67905036,23,0,3,1,1,0,0,1.511276997
0,2,2,9.065235451,24,0,1,0,0,1,0,0.825604174
0,1,1,15.84379877,17,0,0,1,0,0,0,1.764354309
1,2,2,16.77243592,24,0,2,1,0,0,0,1.2955949
0,2,2,13.09551503,4,0,2,0,0,0,0,2.473717178
0,2,2,4.568517046,28,0,2,0,0,1,0,0.019798485
1,0,1,5.480235608,7,0,3,0,0,0,0,2.202958506
0,1,1,6.296823108,6,0,3,1,0,0,0,3.040025436
0,0,1,2.336082155,22,1,1,1,0,0,0,1.069079987
1,1,2,5.463192407,3,1,4,1,0,0,0,3.941760022
1,0,0,4.190384486,17,0,1,0,0,1,0,1.482595973
1,1,2,9.106574996,4,0,3,0,1,0,0,3.042275369
0,0,3,18.16875096,15,0,3,0,1,0,0,2.10396651
1,0,3,2.089606335,13,0,3,0,0,0,0,1.787522329
0,0,2,14.40535848,26,1,1,1,0,0,1,1.100381883
1,0,2,13.74566009,26,0,2,0,0,0,0,0.854558289
0,2,0,1.915083973,18,0,2,0,1,0,1,1.199651388
1,2,2,18.4514481,13,1,1,0,0,0,0,2.591940919
1,1,3,11.36944404,8,1,0,0,0,0,1,2.282212745
1,0,1,7.274510423,5,0,2,0,0,0,0,2.754877493
1,0,2,15.13077167,16,0,2,0,1,0,0,1.921268647
0,0,3,5.147309168,18,0,3,1,0,1,0,1.583556496
1,0,3,13.87019674,11,0,1,0,0,1,0,1.723385686
1,2,1,0.794224151,3,1,3,1,0,0,0,2.876055005
0,0,2,16.78816075,15,0,1,0,0,0,0,1.88899193
1,0,1,8.96341694,24,0,3,1,1,0,0,1.369369967
0,0,1,12.73385829,10,1,2,0,0,0,0,2.550546234
1,0,3,4.424756396,21,1,2,1,1,1,1,1.943573341
1,1,3,13.54147425,3,1,3,1,0,0,1,3.310401269
1,1,2,15.44480552,16,0,1,0,0,0,0,1.418938675
0,0,0,9.464263738,7,0,1,0,1,0,0,2.353054655
1,0,3,12.35453848,13,0,2,0,0,1,0,1.752886206
1,0,2,9.126518476,26,0,1,1,0,1,0,0.513962989
1,0,1,17.88182739,1,0,2,0,0,0,0,3.021954868
0,0,2,9.95738361,10,0,1,0,1,0,1,1.834749448
0,3,0,16.83617418,10,0,3,0,0,0,0,2.275700147
1,1,2,16.02704117,23,1,3,1,1,0,1,1.767646785
0,1,2,8.210096427,21,0,0,1,0,1,0,1.353723074
1,0,1,4.601689837,23,1,3,0,1,0,0,1.034201169
1,0,1,8.121642651,5,0,2,0,0,0,0,2.758341831
1,1,1,16.52434752,20,1,2,1,0,0,0,1.789966874
1,1,0,4.552650716,20,0,2,1,0,0,0,1.223973607
1,2,2,10.48872692,13,1,3,0,1,0,1,2.443619105
1,0,3,16.12193496,29,0,2,0,1,1,0,0.362957003
1,1,0,7.069549503,9,0,3,1,0,0,0,2.251753922
0,0,0,12.84419274,25,1,1,0,0,0,0,0.900041692
0,2,2,4.912631481,26,0,4,0,0,0,0,0.656616923
0,1,3,2.185588907,7,0,3,1,0,0,0,2.186426951
0,1,1,15.8876845,6,1,1,0,0,1,1,2.883136266
0,0,1,1.979372468,7,1,3,1,0,0,0,2.877853698
0,1,2,5.427627902,27,0,2,0,0,0,0,0.01206349
0,0,1,17.10218844,7,0,1,1,0,0,0,2.583738163
1,0,0,6.929385742,22,0,1,0,1,0,0,1.161554531
1,0,2,19.46090699,1,0,0,1,0,0,0,3.301690513
1,1,2,19.5946867,26,1,3,0,0,0,0,1.505172773
1,0,2,5.365520409,15,0,2,0,0,0,0,1.385696221
0,0,2,0.819564445,8,0,2,0,0,0,1,2.240923949
0,2,2,14.10126568,12,1,1,1,0,0,0,2.116723382
